FunctionName,Frequency (Total: 24507),Percentage
remov,1,0.0
unset,1,0.0
least_cost,1,0.0
nextOccupied,1,0.0
droite,1,0.0
aur,1,0.0
gauche,1,0.0
getmindir,1,0.0
FindPlace,1,0.0
bk,1,0.0
setdiagleftlegal,1,0.0
Enter,1,0.0
setdiagleft,1,0.0
Checa,1,0.0
select_stall,1,0.0
AllUp,1,0.0
Sorted,1,0.0
tidy_numbers,1,0.0
printG,1,0.0
Busqueda,1,0.0
init_label,1,0.0
GetMask,1,0.0
get_altitude,1,0.0
check_string,1,0.0
setdiagright,1,0.0
Cambio,1,0.0
splitk,1,0.0
ImprimeA,1,0.0
scan_digit,1,0.0
absv,1,0.0
prodint,1,0.0
scan_map,1,0.0
mark_label,1,0.0
max_max,1,0.0
calculate_distance,1,0.0
FlipTime,1,0.0
numberOnSite,1,0.0
con,1,0.0
getb,1,0.0
numdig,1,0.0
bribe,1,0.0
getnextint,1,0.0
nr9,1,0.0
cleancells,1,0.0
parse_text,1,0.0
list,1,0.0
SolveSmall,1,0.0
tole,1,0.0
SolveLarge,1,0.0
updates,1,0.0
cmpfunc1,1,0.0
cmpfunc0,1,0.0
getDecreasing,1,0.0
wildcheck,1,0.0
is_zero,1,0.0
digi_count,1,0.0
Distance,1,0.0
subtraistrings,1,0.0
doublemax,1,0.0
nrZeros,1,0.0
greedIsGood,1,0.0
GetMaxPile,1,0.0
DoMinutes,1,0.0
timex,1,0.0
cond,1,0.0
optimumTime,1,0.0
presolver,1,0.0
bigger,1,0.0
isodd,1,0.0
removen,1,0.0
index_,1,0.0
duplicate,1,0.0
calcul,1,0.0
check_old_buf,1,0.0
calculate_minimum_eating_time,1,0.0
halfmax,1,0.0
copy_buf,1,0.0
clean,1,0.0
grider,1,0.0
pairer,1,0.0
min_1,1,0.0
yoyo,1,0.0
SplitMax,1,0.0
active,1,0.0
free_board,1,0.0
howMany,1,0.0
one_left,1,0.0
map_char,1,0.0
changeChar,1,0.0
comp_large,1,0.0
comp_small,1,0.0
find_pattern,1,0.0
print_hist,1,0.0
next_index,1,0.0
half_hist,1,0.0
start_dining,1,0.0
init_hist,1,0.0
freeAll,1,0.0
whowins,1,0.0
maxposition,1,0.0
mycal,1,0.0
findMinMinutes,1,0.0
modarray,1,0.0
qua_mul,1,0.0
to_index,1,0.0
por,1,0.0
findMaxIndex,1,0.0
clean_board,1,0.0
topleft_align,1,0.0
next_largest,1,0.0
strsearch,1,0.0
compute_count,1,0.0
gentrian,1,0.0
pasos,1,0.0
cortes,1,0.0
get_num_splits,1,0.0
KCSinkMapSetSinkAt,1,0.0
KCSinkMapPrint,1,0.0
KCSinkMapGenerateBasinMap,1,0.0
KCMapFree,1,0.0
KCMapPrint,1,0.0
reduceX,1,0.0
qpower,1,0.0
KCMapSetAltitudeAt,1,0.0
removeHighestEven,1,0.0
removeHighestOdd,1,0.0
nonzero,1,0.0
KCMapAltitudeAt,1,0.0
removeinsert,1,0.0
xminos,1,0.0
max_time,1,0.0
heapSort,1,0.0
formStrSequence,1,0.0
split_pan,1,0.0
flip_piece_horiz,1,0.0
traceSource,1,0.0
flip_piece_vert,1,0.0
rotate_piece,1,0.0
_same_piece,1,0.0
same_piece,1,0.0
place_piece,1,0.0
can_fit_piece,1,0.0
remove_piece,1,0.0
num_sort,1,0.0
special_minute,1,0.0
eating_minute,1,0.0
next_round,1,0.0
zeroes,1,0.0
find_min_seconds,1,0.0
num_appeared,1,0.0
check_num_higher,1,0.0
multiply_ijk,1,0.0
examine,1,0.0
add_sorted,1,0.0
mod_sorted,1,0.0
isNeg,1,0.0
buildHeap,1,0.0
smallest_number,1,0.0
get_next_largest,1,0.0
getMaxPlate,1,0.0
heap,1,0.0
countWelcomes,1,0.0
ng,1,0.0
checkcase,1,0.0
colornow,1,0.0
trav,1,0.0
findSecondMax,1,0.0
abb,1,0.0
findNonZeroFromRight,1,0.0
whereToFlow,1,0.0
look_for_max,1,0.0
time_pass,1,0.0
cut_x,1,0.0
afisare,1,0.0
friendsNeeded,1,0.0
findLargest,1,0.0
hashCode,1,0.0
putIndex,1,0.0
findIndex,1,0.0
checkFori,1,0.0
checkFork,1,0.0
checkForj,1,0.0
moveUp,1,0.0
to_quat,1,0.0
maxNZIndex,1,0.0
hasPancakes,1,0.0
mostraEstado,1,0.0
mostraEstadoTree,1,0.0
minutesManaged,1,0.0
setHash,1,0.0
mostraHash,1,0.0
destroiNode,1,0.0
copyArray,1,0.0
DPS,1,0.0
minutesManagedTree,1,0.0
BinaryInsertion,1,0.0
mult_s,1,0.0
getMinMinutes,1,0.0
getMaxDiner,1,0.0
maxdivided,1,0.0
all_valid,1,0.0
fillArray,1,0.0
isI,1,0.0
isJ,1,0.0
isK,1,0.0
tenPower,1,0.0
dothis,1,0.0
ArrayMAX,1,0.0
indexMax,1,0.0
get_max3,1,0.0
printsp_ld,1,0.0
printsp_llu,1,0.0
hi_time,1,0.0
checkOmino,1,0.0
doBreakfast,1,0.0
compress,1,0.0
toChar,1,0.0
toNum,1,0.0
timeFor,1,0.0
srf,1,0.0
insere,1,0.0
InitialSetup,1,0.0
CheckHighAssign,1,0.0
CheckInputnAssign,1,0.0
AcquireInputs,1,0.0
quat_multiply,1,0.0
multiplica,1,0.0
next1,1,0.0
split_largest,1,0.0
split_largest2,1,0.0
split_largest3,1,0.0
get_max2,1,0.0
printsp_lld,1,0.0
printsp_d,1,0.0
megoldas,1,0.0
println_llu,1,0.0
findIt,1,0.0
breakDown,1,0.0
calcTime,1,0.0
prepare_table,1,0.0
calcCombi,1,0.0
smallestMin,1,0.0
caluc,1,0.0
isQuaternion,1,0.0
trie_find,1,0.0
scan_d,1,0.0
scan_ld,1,0.0
scan_lld,1,0.0
scan_llu,1,0.0
fastRead_string,1,0.0
print_d,1,0.0
print_ld,1,0.0
print_lld,1,0.0
print_llu,1,0.0
println_d,1,0.0
println_ld,1,0.0
println_lld,1,0.0
diner_max,1,0.0
diner_min,1,0.0
shuffle_diners,1,0.0
lcm_find,1,0.0
findHappy,1,0.0
happy_number_in_base,1,0.0
lcmbarber,1,0.0
summa,1,0.0
nok,1,0.0
lcmOfAll,1,0.0
findBarber,1,0.0
nSec,1,0.0
minInt,1,0.0
which_side,1,0.0
cn,1,0.0
distsq,1,0.0
convexhull,1,0.0
numcut,1,0.0
checkforbase,1,0.0
baseconv,1,0.0
isSame,1,0.0
min_index,1,0.0
incrementTime,1,0.0
print_barbers,1,0.0
get_lcm,1,0.0
isHappy,1,0.0
which_barber,1,0.0
gcdfun,1,0.0
index_of_min,1,0.0
ayylmao,1,0.0
fromLeftToRight,1,0.0
yourselfTheNight,1,0.0
spaceKaboom,1,0.0
downTheRoom,1,0.0
one_omino,1,0.0
two_omino,1,0.0
three_omino,1,0.0
four_omino,1,0.0
find_happy_numbers,1,0.0
convert_10_base,1,0.0
ntc,1,0.0
ctn,1,0.0
summ,1,0.0
p_min,1,0.0
p_equal,1,0.0
stupid_sort,1,0.0
copy_actives,1,0.0
convex_hull,1,0.0
in_hull,1,0.0
sq_digits,1,0.0
get_gcd,1,0.0
maxInt,1,0.0
transfer_pancakes,1,0.0
count_letter,1,0.0
findPattern,1,0.0
computeResult,1,0.0
Choose,1,0.0
Run,1,0.0
countBananas,1,0.0
initMonkey,1,0.0
covered,1,0.0
carryTheOne,1,0.0
tryAllStrings,1,0.0
generate_state,1,0.0
keep_wait,1,0.0
bf,1,0.0
cross_right,1,0.0
canbetyped,1,0.0
predictmax,1,0.0
predictmatch,1,0.0
predaverage,1,0.0
cross_up,1,0.0
move_right,1,0.0
move_up,1,0.0
updateWorld,1,0.0
overlapping,1,0.0
isSubsetSum,1,0.0
getstart,1,0.0
popcnt,1,0.0
getend,1,0.0
convierte,1,0.0
ishappy,1,0.0
maxMush1,1,0.0
maxMush2,1,0.0
todo,1,0.0
listlcm,1,0.0
printres,1,0.0
tobase,1,0.0
cutting_num,1,0.0
readtown,1,0.0
nfastest,1,0.0
randinput,1,0.0
fastest,1,0.0
strcount,1,0.0
pow_ui,1,0.0
compute_prefix,1,0.0
kmp_matcher,1,0.0
rec2,1,0.0
prec,1,0.0
gethitcount,1,0.0
shakeIt,1,0.0
pass,1,0.0
initTbl,1,0.0
rad,1,0.0
infinite_house_of_pancakes,1,0.0
ConvToGrid,1,0.0
getNextLetter,1,0.0
find2,1,0.0
find3,1,0.0
find4,1,0.0
ASum,1,0.0
doo,1,0.0
ConvToPos,1,0.0
FindRes,1,0.0
IsOK,1,0.0
max_stack_index,1,0.0
min_stack_index,1,0.0
divide_stack,1,0.0
count_larger,1,0.0
qread,1,0.0
qinv,1,0.0
qat,1,0.0
minimum_time,1,0.0
a3,1,0.0
checkIJK,1,0.0
getR,1,0.0
go2,1,0.0
kCheck,1,0.0
cutmax,1,0.0
KCSinkMapCreate,1,0.0
KCMapCreate,1,0.0
letterToNum,1,0.0
threadsolve,1,0.0
get_dist,1,0.0
min3,1,0.0
permut,1,0.0
mult_quart,1,0.0
mult_sign,1,0.0
checkMax,1,0.0
om,1,0.0
coso,1,0.0
radixsort,1,0.0
se_num);,1,0.0
ã§,1,0.0
se,1,0.0
msort,1,0.0
lookfor,1,0.0
Evaluate,1,0.0
countMinutes,1,0.0
getMaxElement,1,0.0
a2,1,0.0
countNumber,1,0.0
a1,1,0.0
step1,1,0.0
getmaxcnt,1,0.0
go_north,1,0.0
iseven,1,0.0
recu,1,0.0
get_phase,1,0.0
qmul,1,0.0
ceil,1,0.0
char2int,1,0.0
omino_winner,1,0.0
max_r,1,0.0
max_c,1,0.0
divided,1,0.0
avg,1,0.0
minhappy,1,0.0
getMinMaxIndexFrom,1,0.0
getMinimumTimeFor,1,0.0
getMinimumTime,1,0.0
char_to_enum,1,0.0
build_table1,1,0.0
iCheck,1,0.0
jCheck,1,0.0
go_east,1,0.0
get_char,1,0.0
optimize,1,0.0
Kt,1,0.0
nextstep,1,0.0
point,1,0.0
existi,1,0.0
existj,1,0.0
existk,1,0.0
sin,1,0.0
It1,1,0.0
It,1,0.0
Jt,1,0.0
resolverProblema,1,0.0
maxpi,1,0.0
generar,1,0.0
circumcenter,1,0.0
lehet,1,0.0
analizza,1,0.0
colorize,1,0.0
compatible,1,0.0
sortArray,1,0.0
distant,1,0.0
happynumber,1,0.0
manage,1,0.0
getMaxPosPlate2,1,0.0
add_digits,1,0.0
next_t,1,0.0
read_testcases,1,0.0
read_pattern,1,0.0
valid2,1,0.0
valid1,1,0.0
num_bits,1,0.0
stack_area,1,0.0
getDiameter,1,0.0
getHeight,1,0.0
compare_radius,1,0.0
compare_side,1,0.0
setPos,1,0.0
eQ,1,0.0
print_tree,1,0.0
ms,1,0.0
sumvec,1,0.0
combinationUtil,1,0.0
printCombination,1,0.0
solve_small,1,0.0
solve_large,1,0.0
harea,1,0.0
pkcmp,1,0.0
print_color,1,0.0
orderKS,1,0.0
cmpprob,1,0.0
FindBest,1,0.0
maxall,1,0.0
horse_compare,1,0.0
maybe_swap,1,0.0
prnt,1,0.0
horseColor,1,0.0
cropRange,1,0.0
ride_time,1,0.0
best_ride,1,0.0
hsort,1,0.0
do_horse,1,0.0
max3,1,0.0
print_solution6,1,0.0
cannot_apply,1,0.0
print_solution1,1,0.0
print_solution2,1,0.0
print_solution3,1,0.0
print_solution4,1,0.0
print_solution5,1,0.0
dosearch,1,0.0
minlf,1,0.0
maxlf,1,0.0
regex_free,1,0.0
printProbs,1,0.0
bestof,1,0.0
ts,1,0.0
nfa_free,1,0.0
hasArrow,1,0.0
tc,1,0.0
QSN,1,0.0
nfa_state_free,1,0.0
dfa_print,1,0.0
solve_and_print,1,0.0
dete,1,0.0
swap_b,1,0.0
nfa_print,1,0.0
calcHapp,1,0.0
ndigs,1,0.0
p0w10,1,0.0
revers,1,0.0
dps,1,0.0
mins,1,0.0
noOfBits,1,0.0
getUH,1,0.0
computeSize,1,0.0
rever,1,0.0
Re,1,0.0
nfa_handle_concat,1,0.0
__nfa_step,1,0.0
regex_error,1,0.0
f4init,1,0.0
Minimo_scambi,1,0.0
aggiungielemento,1,0.0
ordinaarea,1,0.0
printl,1,0.0
ottieniarea,1,0.0
cancella,1,0.0
cancellal,1,0.0
compareProbabilities,1,0.0
get_cores,1,0.0
get_tests,1,0.0
get_trainings,1,0.0
get_probabilities,1,0.0
give_aid_to_cores,1,0.0
give_final_result,1,0.0
regex_match,1,0.0
regex_compile,1,0.0
regex_print,1,0.0
__dfa_compile,1,0.0
f1init,1,0.0
f2init,1,0.0
f3init,1,0.0
othercolour,1,0.0
most_prim,1,0.0
calculaMinutos,1,0.0
get_column,1,0.0
further_improve,1,0.0
improveA,1,0.0
freeA,1,0.0
checkXY,1,0.0
count_diffs,1,0.0
next_stall,1,0.0
checkOrder,1,0.0
dotherest,1,0.0
getrest1,1,0.0
getrest,1,0.0
New_SD,1,0.0
Free_SD,1,0.0
Add_Dis,1,0.0
Split_Distance,1,0.0
getString,1,0.0
find_welcome,1,0.0
isDigitsAscending,1,0.0
followsRule1,1,0.0
followsRule2,1,0.0
priorityQueueInsert,1,0.0
removeMax,1,0.0
get_random_row,1,0.0
read_dict,1,0.0
runTiles,1,0.0
printA,1,0.0
mygets,1,0.0
subSeqLength,1,0.0
tring,1,0.0
LS,1,0.0
free_trie,1,0.0
checkAscending,1,0.0
largestTidy_old,1,0.0
setAllNine,1,0.0
largestTidy,1,0.0
copyArr,1,0.0
AllPlus,1,0.0
SubtractOne,1,0.0
MakeTidy,1,0.0
CompareStalls,1,0.0
CompareStallsMaxLR,1,0.0
getNumberOfDigits,1,0.0
getLastCountedTidyNumber,1,0.0
copy_pattern,1,0.0
insertInDescendingOrder,1,0.0
convert_to_string,1,0.0
exit_msg,1,0.0
getNode,1,0.0
isTidyNum,1,0.0
get_part_sol2,1,0.0
printNode,1,0.0
Taiana,1,0.0
inizialize,1,0.0
putpeople,1,0.0
maxBathroom,1,0.0
minBathroom,1,0.0
inorder,1,0.0
maxDepth,1,0.0
insertion,1,0.0
pod,1,0.0
biggest,1,0.0
second_biggest,1,0.0
aux_small,1,0.0
change_case,1,0.0
compareStrings,1,0.0
computeCase,1,0.0
getIndices,1,0.0
calcula2,1,0.0
buscaInfo,1,0.0
insere_lista,1,0.0
deleta_dados,1,0.0
plus,1,0.0
findStall,1,0.0
buildNode,1,0.0
find_all_occurences,1,0.0
figure2,1,0.0
view_stage,1,0.0
inspekcijaSkoljk,1,0.0
isTide,1,0.0
isEven,1,0.0
findtidy,1,0.0
lsrs,1,0.0
sorted_number,1,0.0
countlength,1,0.0
ind,1,0.0
fullNum,1,0.0
isTidyChar,1,0.0
intToChar,1,0.0
SolveOpt,1,0.0
Read,1,0.0
searchWTCJ,1,0.0
getPow,1,0.0
getNumofDigit,1,0.0
nextNum,1,0.0
figure,1,0.0
COMP,1,0.0
isNeighbor,1,0.0
getFilpNumber,1,0.0
numOccupants,1,0.0
getUnhappy,1,0.0
specialminute,1,0.0
findi,1,0.0
findj,1,0.0
findmj,1,0.0
checkk,1,0.0
resu,1,0.0
mintime,1,0.0
canGetPt,1,0.0
FindMax,1,0.0
encontra,1,0.0
movePancakes,1,0.0
toSplit,1,0.0
hasEaten,1,0.0
splitIndex,1,0.0
maxarr,1,0.0
struc2dim,1,0.0
sign_index_a,1,0.0
index_1ijk,1,0.0
signmul,1,0.0
toachievei,1,0.0
toachievek,1,0.0
processList,1,0.0
maxm,1,0.0
return_sign,1,0.0
my_strstr,1,0.0
return_freq_max,1,0.0
valuate,1,0.0
kfinder,1,0.0
jfinder,1,0.0
ifinder,1,0.0
three,1,0.0
maxOf,1,0.0
reem,1,0.0
getRow,1,0.0
minTime,1,0.0
get_near,1,0.0
fmax,1,0.0
pmax,1,0.0
divide_pancakes,1,0.0
counting_turns_aux,1,0.0
counting_turns,1,0.0
match_string,1,0.0
pack,1,0.0
unpack,1,0.0
max_gap,1,0.0
return_second_max,1,0.0
return_max,1,0.0
processAuidence,1,0.0
findInBigString,1,0.0
calculate_occurence,1,0.0
allEat,1,0.0
¬ì¼Â,1,0.0
ax_heap.push(topNode,1,0.0
peci,1,0.0
comp_dict_words_limited,1,0.0
comp_dict_words,1,0.0
line_count,1,0.0
count_occurences,1,0.0
proc_a_testgrp,1,0.0
inssort,1,0.0
aa,1,0.0
ijk_k,1,0.0
ijk_j,1,0.0
ijk_i,1,0.0
Eat,1,0.0
max_method,1,0.0
getH,1,0.0
tamLista,1,0.0
insereLista,1,0.0
destroiLista,1,0.0
getArray,1,0.0
getMaxPosPlate,1,0.0
startServing,1,0.0
removeNth,1,0.0
findMinutes,1,0.0
appendElement,1,0.0
findMinutesTry,1,0.0
pan_left,1,0.0
find_max2,1,0.0
pan_move,1,0.0
Max,1,0.0
quarternion,1,0.0
is_split_positive,1,0.0
test_undeux,1,0.0
test_zero,1,0.0
decomp,1,0.0
diminution,1,0.0
i_min,1,0.0
i_max,1,0.0
mul_magn,1,0.0
mul_sign,1,0.0
getMaxi,1,0.0
doCal,1,0.0
check_words,1,0.0
process_it,1,0.0
large_count,1,0.0
operate,1,0.0
quickSortIterative,1,0.0
a_read_no_of_test_case,1,0.0
a_calc_n_friends_print,1,0.0
countOccurences,1,0.0
panc,1,0.0
check0,1,0.0
return_num,1,0.0
strToIndex,1,0.0
add_new_string,1,0.0
readT,1,0.0
is_valid_string,1,0.0
cz,1,0.0
solve_zero,1,0.0
solve_two,1,0.0
CharToNumber,1,0.0
RightMultiplyNum,1,0.0
RightMultiplyChar,1,0.0
getPos,1,0.0
get_substrings,1,0.0
myBinaryStrSearch,1,0.0
MySortCmp,1,0.0
GetLDNValue,1,0.0
calAnwer,1,0.0
processString,1,0.0
readPancake,1,0.0
countPpl,1,0.0
late,1,0.0
a_calc_n_friends,1,0.0
get_next_check,1,0.0
findUnique,1,0.0
findBothOdd,1,0.0
findBothEven,1,0.0
findPatterns,1,0.0
iterate,1,0.0
leng,1,0.0
reve,1,0.0
need_rev,1,0.0
latter_0,1,0.0
is_pow10,1,0.0
totalSplitAmount,1,0.0
reduce_to,1,0.0
initMapLabels,1,0.0
calcSmallest,1,0.0
DEBUG,1,0.0
initQuat,1,0.0
unsign,1,0.0
quat,1,0.0
mtx,1,0.0
get_value,1,0.0
get_row,1,0.0
eatTime,1,0.0
nextMaximumIndex,1,0.0
checktop,1,0.0
addN,1,0.0
ceiling,1,0.0
maxElem,1,0.0
takeSpecial,1,0.0
notSolved,1,0.0
visit_node,1,0.0
visit_node_help,1,0.0
prefix,1,0.0
test_qmult,1,0.0
test_slice,1,0.0
copy_array,1,0.0
get_points,1,0.0
s_to_qs,1,0.0
cal_max,1,0.0
cleanFreq,1,0.0
sorti,1,0.0
sorti2,1,0.0
multi_diners,1,0.0
checkforI,1,0.0
checkforJ,1,0.0
checkforK,1,0.0
countArrayLength,1,0.0
initialMap,1,0.0
getAns,1,0.0
use,1,0.0
dinner,1,0.0
najveci,1,0.0
podeli,1,0.0
smanji,1,0.0
breakPoint,1,0.0
sortDiner,1,0.0
minmin,1,0.0
threes,1,0.0
asd,1,0.0
sel_max,1,0.0
seekIsAGeek,1,0.0
allOne,1,0.0
time_search,1,0.0
breakfast,1,0.0
fb,1,0.0
checkG,1,0.0
prepare_k,1,0.0
solve_problem_k,1,0.0
solve_problem_j,1,0.0
solve_problem_i,1,0.0
allZero,1,0.0
vector,1,0.0
is_palindrome_four,1,0.0
last_tidy1,1,0.0
bdSetv,1,0.0
write_map,1,0.0
lcd,1,0.0
callcm,1,0.0
calgcd,1,0.0
circle_num,1,0.0
bdAdd,1,0.0
bdClear,1,0.0
bdCarry,1,0.0
bdCmp,1,0.0
bdMult,1,0.0
free_3d,1,0.0
bdSub,1,0.0
calcval,1,0.0
calcCircles,1,0.0
getReachUntil,1,0.0
getLlargestDist,1,0.0
find_best,1,0.0
quad,1,0.0
_profit,1,0.0
profit,1,0.0
free_2d,1,0.0
free_3d_triangle,1,0.0
findOppositIndex,1,0.0
binary_search_range_compare,1,0.0
giveN,1,0.0
removeN,1,0.0
calcArea,1,0.0
swapBlackWhite,1,0.0
b_sort,1,0.0
findcircles,1,0.0
merge_sort_lower,1,0.0
addToCache,1,0.0
insertion_sort_dependent,1,0.0
findcount,1,0.0
free_4d,1,0.0
binary_search_range_equals,1,0.0
binary_search_compare,1,0.0
binary_search_equals,1,0.0
quick_sort_dependent_compare,1,0.0
quick_sort_compare,1,0.0
merge_sort_dependent_compare,1,0.0
merge_sort_compare,1,0.0
insertion_sort_dependent_compa...,1,0.0
insertion_sort_compare,1,0.0
divp,1,0.0
divides,1,0.0
mysort,1,0.0
find_set_count,1,0.0
lisa,1,0.0
getNumCases,1,0.0
candies_sort,1,0.0
red,1,0.0
selection,1,0.0
populate,1,0.0
pall,1,0.0
perf_sq,1,0.0
chk2,1,0.0
search_opps,1,0.0
make_subsets,1,0.0
search_combo,1,0.0
code_it,1,0.0
del_bases,1,0.0
isPalendrome,1,0.0
combine_bases,1,0.0
checksqr,1,0.0
is_p,1,0.0
p_inc,1,0.0
adapt_to_p,1,0.0
next_comb,1,0.0
derange,1,0.0
searchAns,1,0.0
cmpi,1,0.0
quad_solve,1,0.0
gc,1,0.0
count_swaps,1,0.0
no_of_ring,1,0.0
new_sum,1,0.0
sumFrom1ToX,1,0.0
totalPaint,1,0.0
rings,1,0.0
compute_max_gain,1,0.0
MaxGain,1,0.0
get_paint,1,0.0
Gain,1,0.0
countBullsEye,1,0.0
get_next_comb,1,0.0
get_comb,1,0.0
calcres,1,0.0
checkC,1,0.0
getHighest,1,0.0
determineAmount,1,0.0
abc,1,0.0
insertion_sort_merge_sort,1,0.0
merge_sort_dependent,1,0.0
load_words,1,0.0
thr,1,0.0
numThreaten,1,0.0
add_edge,1,0.0
augment,1,0.0
solveable,1,0.0
setupCase,1,0.0
getNewCases,1,0.0
getSum,1,0.0
P,1,0.0
min_from,1,0.0
decideb,1,0.0
balance,1,0.0
balance_even,1,0.0
balance_odd,1,0.0
fit_even,1,0.0
fit_odd,1,0.0
countBest,1,0.0
buildPath,1,0.0
backtr,1,0.0
bag,1,0.0
operations,1,0.0
div_acums,1,0.0
add_full,1,0.0
follow_mask,1,0.0
turns,1,0.0
readdict,1,0.0
mismatches,1,0.0
bestmismatch,1,0.0
findY,1,0.0
consistent,1,0.0
testforint,1,0.0
exam,1,0.0
GetVal,1,0.0
drop_diamond,1,0.0
run_sim,1,0.0
makeStep,1,0.0
stepCount,1,0.0
answerThingy,1,0.0
findBest2,1,0.0
findBest1,1,0.0
comparetor,1,0.0
createsieve,1,0.0
cal2,1,0.0
Move,1,0.0
GCM,1,0.0
maximize,1,0.0
bullseye,1,0.0
lm,1,0.0
halo,1,0.0
findLcm,1,0.0
binary_search_range,1,0.0
minp,1,0.0
binary_search,1,0.0
insertion_sort_quick_sort_depe...,1,0.0
TotalGain,1,0.0
binary,1,0.0
quick_sort_dependent,1,0.0
guaranteed,1,0.0
oneCase,1,0.0
minf,1,0.0
insertion_sort_quick_sort,1,0.0
Num_circles,1,0.0
insertion_sort_merge_sort_depe...,1,0.0
dosomething,1,0.0
max_gain,1,0.0
paintrequired,1,0.0
merge_sort_lower_dependent,1,0.0
divisor,1,0.0
insertsort,1,0.0
readLongLongFromFile,1,0.0
sol1,1,0.0
greatestcd,1,0.0
lowestcm,1,0.0
intercambio,1,0.0
smallest_divisor_given_lower_b...,1,0.0
bounded_lcm,1,0.0
findAmo,1,0.0
getSwapAmo,1,0.0
pair_lcm,1,0.0
pair_gcd,1,0.0
absI,1,0.0
first_prime,1,0.0
do_lcm,1,0.0
choose_pivot,1,0.0
erdos,1,0.0
find_val,1,0.0
readword,1,0.0
formP,1,0.0
formI,1,0.0
mm,1,0.0
patrick_sum,1,0.0
findCombinationElement,1,0.0
can_join,1,0.0
root_is_palin,1,0.0
add_values,1,0.0
split_values,1,0.0
Clarg,1,0.0
Csortie,1,0.0
goro,1,0.0
print_elem,1,0.0
find_idx,1,0.0
RecursiveSerach,1,0.0
checkpalindrom,1,0.0
genb,1,0.0
print_char,1,0.0
isFairAndSqaure,1,0.0
sy,1,0.0
init_case,1,0.0
IsAPalindrome,1,0.0
check_sqrt,1,0.0
patrick_addition_large,1,0.0
patrick_addition_small,1,0.0
sean_addition_large,1,0.0
findcol,1,0.0
create_combs,1,0.0
check_char,1,0.0
gorasort,1,0.0
isItPossible,1,0.0
base_to_idx,1,0.0
do_finger,1,0.0
comparaison,1,0.0
report,1,0.0
longueur,1,0.0
intTobig_entier,1,0.0
enfile,1,0.0
empile,1,0.0
memeTailler,1,0.0
possibleForCombinationLength,1,0.0
twoGroup,1,0.0
patrickAdd,1,0.0
zdpp,1,0.0
sp,1,0.0
fac,1,0.0
isFAS,1,0.0
srch,1,0.0
maximo,1,0.0
palim,1,0.0
IsPalindrom,1,0.0
findrow,1,0.0
sean_addition_small,1,0.0
ispalindromes,1,0.0
patrick,1,0.0
ComputeResult,1,0.0
isbtw,1,0.0
coltraverse,1,0.0
rowtraverse,1,0.0
clearcol,1,0.0
clearrow,1,0.0
isnull,1,0.0
buildInterval,1,0.0
is_fands,1,0.0
sean,1,0.0
isSqrt,1,0.0
instring,1,0.0
patsearch,1,0.0
heap_sort,1,0.0
heap_adjust,1,0.0
update_pattern,1,0.0
opposite,1,0.0
pair,1,0.0
fillayers,1,0.0
sortlayers,1,0.0
ans2,1,0.0
chechM,1,0.0
nextCase,1,0.0
isApalindrome,1,0.0
xorSwap,1,0.0
findPerfectSwaps,1,0.0
doSwap,1,0.0
goroSort,1,0.0
getNumWidth,1,0.0
transposition,1,0.0
calLarge,1,0.0
LookCombinations,1,0.0
ifVsame,1,0.0
ifHsame,1,0.0
resetsolutions,1,0.0
IsAnySetEmpty,1,0.0
GetActualValue,1,0.0
isEqualForPatric,1,0.0
GetAnotherSubset,1,0.0
IsPresent,1,0.0
GetOneSubset,1,0.0
resetcandyvalues,1,0.0
isFnS,1,0.0
contain_bitmask,1,0.0
fill_comb,1,0.0
fill_opp,1,0.0
getNormalSum,1,0.0
max_in_col,1,0.0
candy_splitting,1,0.0
factorialf,1,0.0
fullcheck,1,0.0
GAME,1,0.0
GAME_R,1,0.0
GAME_U,1,0.0
GAME_X,1,0.0
GAME_Y,1,0.0
getPatrickSum,1,0.0
readLawn,1,0.0
getNextSubset,1,0.0
psquare,1,0.0
resetSubsets,1,0.0
getDepth,1,0.0
modulus,1,0.0
squar,1,0.0
new1,1,0.0
itoarev,1,0.0
firstPalindrome,1,0.0
max_in_row,1,0.0
col_of_ones,1,0.0
row_of_ones,1,0.0
calculateMin,1,0.0
findNextSmallest,1,0.0
searchElem,1,0.0
searchOpps,1,0.0
isps,1,0.0
check_ps,1,0.0
searchCombs,1,0.0
elementList,1,0.0
afficherList,1,0.0
PerfectSquare,1,0.0
con_chk,1,0.0
check_pallindrome,1,0.0
instr,1,0.0
getopp,1,0.0
getcmb,1,0.0
generatereverse,1,0.0
generatepalindromes,1,0.0
generatesquares,1,0.0
processFile,1,0.0
calculateCandy,1,0.0
countSquarePal,1,0.0
lawnmower,1,0.0
combination,1,0.0
calcpsum,1,0.0
freeliste,1,0.0
will_patrick_cry,1,0.0
do_some_patrick_math,1,0.0
H,1,0.0
badd,1,0.0
GoroSort,1,0.0
comparef,1,0.0
BotTrust,1,0.0
killsign,1,0.0
issqr,1,0.0
inicializaPilha,1,0.0
mow_lawn,1,0.0
calcbinary,1,0.0
Square,1,0.0
ctest,1,0.0
dtest,1,0.0
fat,1,0.0
findnexto,1,0.0
findnextb,1,0.0
del_opp,1,0.0
countliste,1,0.0
removeKeysFromChest,1,0.0
addKeysFromChest,1,0.0
calc_fairsquare,1,0.0
incluiElemento,1,0.0
excluiElemento,1,0.0
isPS,1,0.0
isHW,1,0.0
